Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_033035_20180111_20200902_02_T1,LC08_L1TP_033035_20180111_20200902_02_T1,LC80330352018011LGN00,2018/01/11,T1,2, 033, 035, 033, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-11 17:38:18.582312,2018-01-11 17:38:50.35231,LGN,DAY,  15.20,  15.20,702,5,    6.506,    4.099,    5.052,LPGS_15.3.1c,28.29939630,155.75623947,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.12"N,105°32'53.27"W,37°05'21.44"N,106°51'43.70"W,37°06'05.62"N,104°15'09.86"W,34°57'51.98"N,106°48'46.01"W,34°58'32.84"N,104°16'21.22"W, 36.04309,-105.54813, 37.08929,-106.86214, 37.10156,-104.25274, 34.96444,-106.81278, 34.97579,-104.27256,LC08_L2SP_033035_20180111_20200902_02_T1,LC80330352018011LGN00
LC08_L2SP_031034_20180113_20200902_02_T1,LC08_L1TP_031034_20180113_20200902_02_T1,LC80310342018013LGN00,2018/01/13,T1,2, 031, 034, 031, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-13 17:25:32.10581,2018-01-13 17:26:03.875808,LGN,DAY,  12.84,  12.84,427,5,    6.877,    4.135,    5.495,LPGS_15.3.1c,27.34535568,156.06053811,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.16"N,102°02'05.75"W,38°32'07.48"N,103°17'42.18"W,38°28'06.96"N,100°41'39.12"W,36°27'14.94"N,103°20'30.26"W,36°23'31.74"N,100°48'42.26"W, 37.47449,-102.03493, 38.53541,-103.29505, 38.46860,-100.69420, 36.45415,-103.34174, 36.39215,-100.81174,LC08_L2SP_031034_20180113_20200902_02_T1,LC80310342018013LGN00
LC08_L2SP_031035_20180113_20200902_02_T1,LC08_L1TP_031035_20180113_20200902_02_T1,LC80310352018013LGN00,2018/01/13,T1,2, 031, 035, 031, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-13 17:25:55.992613,2018-01-13 17:26:27.762611,LGN,DAY,   0.35,   0.35,760,5,    5.873,    3.603,    4.639,LPGS_15.3.1c,28.54448387,155.43159841,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.95"N,102°27'21.35"W,37°06'07.88"N,103°41'56.62"W,37°02'48.08"N,101°08'48.66"W,35°00'52.70"N,103°43'58.73"W,34°57'47.56"N,101°14'49.42"W, 36.04332,-102.45593, 37.10219,-103.69906, 37.04669,-101.14685, 35.01464,-103.73298, 34.96321,-101.24706,LC08_L2SP_031035_20180113_20200902_02_T1,LC80310352018013LGN00
LC08_L2SP_036031_20180116_20200902_02_T1,LC08_L1TP_036031_20180116_20200902_02_T1,LC80360312018016LGN00,2018/01/16,T1,2, 036, 031, 036, 031,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-16 17:55:13.008221,2018-01-16 17:55:44.778219,LGN,DAY,   2.08,   2.08,803,5,    6.793,    4.687,    4.917,LPGS_15.3.1c,24.16695952,157.43277224,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,41°45'34.88"N,108°24'55.30"W,42°49'19.74"N,109°46'09.55"W,42°45'28.98"N,106°58'37.78"W,40°43'52.28"N,109°48'31.21"W,40°40'17.76"N,107°06'19.48"W, 41.75969,-108.41536, 42.82215,-109.76932, 42.75805,-106.97716, 40.73119,-109.80867, 40.67160,-107.10541,LC08_L2SP_036031_20180116_20200902_02_T1,LC80360312018016LGN00
LC08_L2SP_036032_20180116_20200902_02_T1,LC08_L1TP_036032_20180116_20200902_02_T1,LC80360322018016LGN00,2018/01/16,T1,2, 036, 032, 036, 032,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-16 17:55:36.89926,2018-01-16 17:56:08.669258,LGN,DAY,   0.71,   0.71,1079,5,    5.969,    4.077,    4.360,LPGS_15.3.1c,25.37573140,156.82239116,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,40°19'57.11"N,108°52'38.68"W,41°23'28.82"N,110°12'46.58"W,41°20'24.40"N,107°28'40.87"W,39°17'48.77"N,110°14'12.91"W,39°14'57.41"N,107°35'06.22"W, 40.33253,-108.87741, 41.39134,-110.21294, 41.34011,-107.47802, 39.29688,-110.23692, 39.24928,-107.58506,LC08_L2SP_036032_20180116_20200902_02_T1,LC80360322018016LGN00
LC08_L2SP_036033_20180116_20200902_02_T1,LC08_L1TP_036033_20180116_20200902_02_T1,LC80360332018016LGN00,2018/01/16,T1,2, 036, 033, 036, 033,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-16 17:56:00.77759,2018-01-16 17:56:32.547589,LGN,DAY,   1.21,   1.21,1129,5,    6.490,    4.275,    4.883,LPGS_15.3.1c,26.57884234,156.20389275,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,38°54'16.42"N,109°19'27.41"W,39°57'39.92"N,110°38'25.98"W,39°55'18.26"N,107°57'32.26"W,37°51'37.98"N,110°39'03.56"W,37°49'26.51"N,108°02'49.70"W, 38.90456,-109.32428, 39.96109,-110.64055, 39.92174,-107.95896, 37.86055,-110.65099, 37.82403,-108.04714,LC08_L2SP_036033_20180116_20200902_02_T1,LC80360332018016LGN00
LC08_L2SP_036034_20180116_20200902_02_T1,LC08_L1TP_036034_20180116_20200902_02_T1,LC80360342018016LGN00,2018/01/16,T1,2, 036, 034, 036, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-16 17:56:24.668629,2018-01-16 17:56:56.438627,LGN,DAY,   0.56,   0.56,1136,5,    7.750,    5.222,    5.727,LPGS_15.3.1c,27.77704253,155.57430785,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,37°28'28.02"N,109°45'28.08"W,38°31'43.97"N,111°03'26.50"W,38°30'02.12"N,108°25'32.05"W,36°25'30.32"N,111°03'20.81"W,36°23'55.86"N,108°29'47.98"W, 37.47445,-109.75780, 38.52888,-111.05736, 38.50059,-108.42557, 36.42509,-111.05578, 36.39885,-108.49666,LC08_L2SP_036034_20180116_20200902_02_T1,LC80360342018016LGN00
LC08_L2SP_034034_20180118_20200902_02_T1,LC08_L1TP_034034_20180118_20200902_02_T1,LC80340342018018LGN00,2018/01/18,T1,2, 034, 034, 034, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-18 17:44:01.956119,2018-01-18 17:44:33.726117,LGN,DAY,  17.11,  17.11,594,5,    7.381,    4.631,    5.747,LPGS_15.3.1c,28.09563747,155.25077250,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.48"N,106°39'59.40"W,38°30'50.08"N,108°02'00.92"W,38°33'09.76"N,105°21'00.11"W,36°22'20.89"N,107°56'53.77"W,36°24'30.20"N,105°20'24.61"W, 37.47430,-106.66650, 38.51391,-108.03359, 38.55271,-105.35003, 36.37247,-107.94827, 36.40839,-105.34017,LC08_L2SP_034034_20180118_20200902_02_T1,LC80340342018018LGN00
LC08_L2SP_034035_20180118_20200902_02_T1,LC08_L1TP_034035_20180118_20200902_02_T1,LC80340352018018LGN00,2018/01/18,T1,2, 034, 035, 034, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-18 17:44:25.842921,2018-01-18 17:44:57.61292,LGN,DAY,   3.78,   3.78,1035,5,    4.762,    3.024,    3.678,LPGS_15.3.1c,29.28293124,154.59875850,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.12"N,107°05'14.68"W,37°04'52.28"N,108°26'03.66"W,37°07'41.74"N,105°47'57.48"W,34°56'14.50"N,108°20'32.96"W,34°58'51.20"N,105°46'40.37"W, 36.04309,-107.08741, 37.08119,-108.43435, 37.12826,-105.79930, 34.93736,-108.34249, 34.98089,-105.77788,LC08_L2SP_034035_20180118_20200902_02_T1,LC80340352018018LGN00
LC08_L2SP_032033_20180120_20200902_02_T1,LC08_L1TP_032033_20180120_20200902_02_T1,LC80320332018020LGN00,2018/01/20,T1,2, 032, 033, 032, 033,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-20 17:31:15.305986,2018-01-20 17:31:47.075985,LGN,DAY,  25.26,  25.26,639,5,    7.414,    4.747,    5.695,LPGS_15.3.1c,27.25199805,155.57483981,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'14.98"N,103°08'30.01"W,39°57'47.02"N,104°27'15.73"W,39°55'10.24"N,101°46'35.65"W,37°51'45.29"N,104°28'12.79"W,37°49'19.74"N,101°52'12.11"W, 38.90416,-103.14167, 39.96306,-104.45437, 39.91951,-101.77657, 37.86258,-104.47022, 37.82215,-101.87003,LC08_L2SP_032033_20180120_20200902_02_T1,LC80320332018020LGN00
LC08_L2SP_032034_20180120_20200902_02_T1,LC08_L1TP_032034_20180120_20200902_02_T1,LC80320342018020LGN00,2018/01/20,T1,2, 032, 034, 032, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-20 17:31:39.188553,2018-01-20 17:32:10.958551,LGN,DAY,   6.70,   6.70,803,5,    6.107,    3.939,    4.667,LPGS_15.3.1c,28.44056320,154.92630449,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.34"N,103°34'29.89"W,38°31'43.75"N,104°52'05.02"W,38°29'47.18"N,102°14'36.35"W,36°25'39.86"N,104°52'18.16"W,36°23'51.76"N,102°19'09.98"W, 37.47454,-103.57497, 38.52882,-104.86806, 38.49644,-102.24343, 36.42774,-104.87171, 36.39771,-102.31944,LC08_L2SP_032034_20180120_20200902_02_T1,LC80320342018020LGN00
LC08_L2SP_032035_20180120_20200902_02_T1,LC08_L1TP_032035_20180120_20200902_02_T1,LC80320352018020LGN00,2018/01/20,T1,2, 032, 035, 032, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-20 17:32:03.075356,2018-01-20 17:32:34.845354,LGN,DAY,   0.45,   0.45,987,5,    5.759,    3.875,    4.261,LPGS_15.3.1c,29.62299744,154.26399786,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.10"N,103°59'45.06"W,37°05'43.76"N,105°16'20.35"W,37°04'24.17"N,102°41'38.26"W,34°59'18.60"N,105°15'54.58"W,34°58'04.87"N,102°45'16.34"W, 36.04336,-103.99585, 37.09549,-105.27232, 37.07338,-102.69396, 34.98850,-105.26516, 34.96802,-102.75454,LC08_L2SP_032035_20180120_20200902_02_T1,LC80320352018020LGN00
LC08_L2SP_033033_20180127_20200902_02_T1,LC08_L1TP_033033_20180127_20200902_02_T1,LC80330332018027LGN00,2018/01/27,T1,2, 033, 033, 033, 033,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-27 17:37:21.77008,2018-01-27 17:37:53.540078,LGN,DAY,  30.43,  30.43,681,5,    7.784,    5.291,    5.709,LPGS_15.3.1c,28.68776063,154.47646939,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'15.23"N,104°40'38.50"W,39°57'15.77"N,106°01'40.40"W,39°56'48.37"N,103°19'12.83"W,37°50'06.76"N,105°59'52.04"W,37°49'41.30"N,103°22'09.88"W, 38.90423,-104.67736, 39.95438,-106.02789, 39.94677,-103.32023, 37.83521,-105.99779, 37.82814,-103.36941,LC08_L2SP_033033_20180127_20200902_02_T1,LC80330332018027LGN00
LC08_L2SP_033034_20180127_20200902_02_T1,LC08_L1TP_033034_20180127_20200902_02_T1,LC80330342018027LGN00,2018/01/27,T1,2, 033, 034, 033, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-27 17:37:45.656883,2018-01-27 17:38:17.426881,LGN,DAY,   7.24,   7.24,829,5,    6.528,    4.460,    4.767,LPGS_15.3.1c,29.86002263,153.78788408,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.62"N,105°06'38.59"W,38°31'21.86"N,106°26'26.95"W,38°31'31.04"N,103°47'02.29"W,36°24'02.38"N,106°24'02.38"W,36°24'10.87"N,103°49'04.33"W, 37.47434,-105.11072, 38.52274,-106.44082, 38.52529,-103.78397, 36.40066,-106.40066, 36.40302,-103.81787,LC08_L2SP_033034_20180127_20200902_02_T1,LC80330342018027LGN00
LC08_L2SP_033035_20180127_20200902_02_T1,LC08_L1TP_033035_20180127_20200902_02_T1,LC80330352018027LGN00,2018/01/27,T1,2, 033, 035, 033, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-27 17:38:09.539449,2018-01-27 17:38:41.309447,LGN,DAY,   3.06,   3.06,930,5,    6.212,    4.070,    4.693,LPGS_15.3.1c,31.02490343,153.08407545,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.24"N,105°31'53.54"W,37°05'22.60"N,106°50'30.84"W,37°06'05.22"N,104°14'09.10"W,34°57'53.03"N,106°47'35.05"W,34°58'32.48"N,104°15'22.07"W, 36.04340,-105.53154, 37.08961,-106.84190, 37.10145,-104.23586, 34.96473,-106.79307, 34.97569,-104.25613,LC08_L2SP_033035_20180127_20200902_02_T1,LC80330352018027LGN00
LC08_L2SP_031033_20180129_20200902_02_T1,LC08_L1TP_031033_20180129_20200902_02_T1,LC80310332018029LGN00,2018/01/29,T1,2, 031, 033, 031, 033,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-29 17:24:58.807554,2018-01-29 17:25:30.577553,LGN,DAY,   3.31,   3.31,370,5,    7.703,    4.944,    5.907,LPGS_15.3.1c,29.15129975,154.16746821,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,38°54'16.16"N,101°35'03.37"W,39°56'18.10"N,103°00'17.06"W,40°00'03.35"N,100°14'34.69"W,37°47'10"N,102°53'08.16"W,37°50'38.65"N,100°12'21.20"W, 38.90449,-101.58427, 39.93836,-103.00474, 40.00093,-100.24297, 37.78611,-102.88560, 37.84407,-100.20589,LC08_L2SP_031033_20180129_20200902_02_T1,LC80310332018029LGN00
LC08_L2SP_031034_20180129_20200902_02_T1,LC08_L1TP_031034_20180129_20200902_02_T1,LC80310342018029LGN00,2018/01/29,T1,2, 031, 034, 031, 034,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-29 17:25:22.698593,2018-01-29 17:25:54.468591,LGN,DAY,   5.09,   5.09,498,5,    7.134,    4.839,    5.242,LPGS_15.3.1c,30.31902385,153.46594067,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.62"N,102°01'03.72"W,38°32'06.40"N,103°16'27.88"W,38°28'04.66"N,100°40'37.42"W,36°27'13.93"N,103°19'17.98"W,36°23'29.62"N,100°47'42.22"W, 37.47434,-102.01770, 38.53511,-103.27441, 38.46796,-100.67706, 36.45387,-103.32166, 36.39156,-100.79506,LC08_L2SP_031034_20180129_20200902_02_T1,LC80310342018029LGN00
LC08_L2SP_031035_20180129_20200902_02_T1,LC08_L1TP_031035_20180129_20200902_02_T1,LC80310352018029LGN00,2018/01/29,T1,2, 031, 035, 031, 035,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-29 17:25:46.585396,2018-01-29 17:26:18.355394,LGN,DAY,   0.03,   0.03,754,5,    5.604,    3.734,    4.178,LPGS_15.3.1c,31.47907970,152.74863225,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.41"N,102°26'18.96"W,37°06'07.20"N,103°40'55.88"W,37°02'46.10"N,101°07'48.07"W,35°01'01.81"N,103°42'59.40"W,34°57'55.44"N,101°13'49.94"W, 36.04317,-102.43860, 37.10200,-103.68219, 37.04614,-101.13002, 35.01717,-103.71650, 34.96540,-101.23054,LC08_L2SP_031035_20180129_20200902_02_T1,LC80310352018029LGN00
LC08_L2SP_036031_20190103_20200830_02_T1,LC08_L1TP_036031_20190103_20200830_02_T1,LC80360312019003LGN00,2019/01/03,T1,2, 036, 031, 036, 031,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-03 17:55:02.788605,2019-01-03 17:55:34.558603,LGN,DAY,   4.48,   4.48,410,5,    9.256,    6.558,    6.533,LPGS_15.3.1c,22.66096493,159.33296212,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,41°45'33.80"N,108°23'41.75"W,42°49'18.88"N,109°44'50.32"W,42°45'26.68"N,106°57'31.97"W,40°43'51.49"N,109°47'14.50"W,40°40'15.60"N,107°05'15.72"W, 41.75939,-108.39493, 42.82191,-109.74731, 42.75741,-106.95888, 40.73097,-109.78736, 40.67100,-107.08770,LC08_L2SP_036031_20190103_20200830_02_T1,LC80360312019003LGN00
LC08_L2SP_036032_20190103_20200830_02_T1,LC08_L1TP_036032_20190103_20200830_02_T1,LC80360322019003LGN00,2019/01/03,T1,2, 036, 032, 036, 032,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-03 17:55:26.671172,2019-01-03 17:55:58.44117,LGN,DAY,   1.66,   1.66,899,5,    7.969,    5.400,    5.860,LPGS_15.3.1c,23.89552443,158.76524802,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,40°19'57.86"N,108°51'25.92"W,41°23'38"N,110°11'28.97"W,41°20'31.70"N,107°27'23.04"W,39°17'48.26"N,110°12'57.74"W,39°14'55.18"N,107°33'51.26"W, 40.33274,-108.85720, 41.39389,-110.19138, 41.34214,-107.45640, 39.29674,-110.21604, 39.24866,-107.56424,LC08_L2SP_036032_20190103_20200830_02_T1,LC80360322019003LGN00
LC08_L2SP_036033_20190103_20200830_02_T1,LC08_L1TP_036033_20190103_20200830_02_T1,LC80360332019003LGN00,2019/01/03,T1,2, 036, 033, 036, 033,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-03 17:55:50.562211,2019-01-03 17:56:22.332209,LGN,DAY,   2.13,   2.13,942,5,    7.953,    5.541,    5.705,LPGS_15.3.1c,25.12628183,158.19059714,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,38°54'14.76"N,109°18'16.88"W,39°57'39.67"N,110°37'10.13"W,39°55'16.61"N,107°56'29.15"W,37°51'37.73"N,110°37'49.91"W,37°49'24.96"N,108°01'48.43"W, 38.90410,-109.30469, 39.96102,-110.61948, 39.92128,-107.94143, 37.86048,-110.63053, 37.82360,-108.03012,LC08_L2SP_036033_20190103_20200830_02_T1,LC80360332019003LGN00
LC08_L2SP_036034_20190103_20200829_02_T1,LC08_L1TP_036034_20190103_20200829_02_T1,LC80360342019003LGN00,2019/01/03,T1,2, 036, 034, 036, 034,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-03 17:56:14.449014,2019-01-03 17:56:46.219012,LGN,DAY,   0.36,   0.36,744,5,    9.235,    6.708,    6.348,LPGS_15.3.1c,26.35221661,157.60712793,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,37°28'27.59"N,109°44'18.49"W,38°31'44"N,111°02'12.16"W,38°30'00.50"N,108°24'17.82"W,36°25'30.36"N,111°02'08.52"W,36°23'54.35"N,108°28'35.76"W, 37.47433,-109.73847, 38.52889,-111.03671, 38.50014,-108.40495, 36.42510,-111.03570, 36.39843,-108.47660,LC08_L2SP_036034_20190103_20200829_02_T1,LC80360342019003LGN00
LC08_L2SP_034031_20190105_20200830_02_T1,LC08_L1TP_034031_20190105_20200830_02_T1,LC80340312019005LGN00,2019/01/05,T1,2, 034, 031, 034, 031,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-05 17:42:40.912718,2019-01-05 17:43:12.682717,LGN,DAY,  11.59,  11.59,519,5,    7.870,    5.621,    5.509,LPGS_15.3.1c,22.80424538,159.04926351,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'35.21"N,105°18'17.17"W,42°48'36.61"N,106°44'16.87"W,42°49'04.51"N,103°52'59.41"W,40°40'35.22"N,106°40'53"W,40°41'01.10"N,103°55'10.45"W, 41.75978,-105.30477, 42.81017,-106.73802, 42.81792,-103.88317, 40.67645,-106.68139, 40.68364,-103.91957,LC08_L2SP_034031_20190105_20200830_02_T1,LC80340312019005LGN00
LC08_L2SP_034032_20190105_20200829_02_T1,LC08_L1TP_034032_20190105_20200829_02_T1,LC80340322019005LGN00,2019/01/05,T1,2, 034, 032, 034, 032,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-05 17:43:04.799521,2019-01-05 17:43:36.56952,LGN,DAY,   2.10,   2.10,622,5,    7.558,    4.816,    5.825,LPGS_15.3.1c,24.03514203,158.47658486,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'58.55"N,105°46'01.49"W,41°22'43.86"N,107°10'35.36"W,41°23'52.01"N,104°22'53.54"W,39°14'32.78"N,107°06'32.18"W,39°15'35.96"N,104°24'02.70"W, 40.33293,-105.76708, 41.37885,-107.17649, 41.39778,-104.38154, 39.24244,-107.10894, 39.25999,-104.40075,LC08_L2SP_034032_20190105_20200829_02_T1,LC80340322019005LGN00
LC08_L2SP_034033_20190105_20200829_02_T1,LC08_L1TP_034033_20190105_20200829_02_T1,LC80340332019005LGN00,2019/01/05,T1,2, 034, 033, 034, 033,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-05 17:43:28.686324,2019-01-05 17:44:00.456323,LGN,DAY,   0.90,   0.90,511,5,    8.513,    5.546,    6.459,LPGS_15.3.1c,25.26174139,157.89693866,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'16.38"N,106°12'52.13"W,39°56'55.21"N,107°36'03.60"W,39°58'40.01"N,104°51'55.15"W,37°48'34.85"N,107°31'26.80"W,37°50'11.98"N,104°52'09.52"W, 38.90455,-106.21448, 39.94867,-107.60100, 39.97778,-104.86532, 37.80968,-107.52411, 37.83666,-104.86931,LC08_L2SP_034033_20190105_20200829_02_T1,LC80340332019005LGN00
LC08_L2SP_034034_20190105_20200830_02_T1,LC08_L1TP_034034_20190105_20200830_02_T1,LC80340342019005LGN00,2019/01/05,T1,2, 034, 034, 034, 034,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-05 17:43:52.573127,2019-01-05 17:44:24.343126,LGN,DAY,   0.70,   0.70,233,5,    9.354,    6.607,    6.622,LPGS_15.3.1c,26.48367025,157.30819938,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'29.06"N,106°38'53.52"W,38°30'52.02"N,108°00'46.73"W,38°33'09.97"N,105°19'45.77"W,36°22'22.66"N,107°55'41.63"W,36°24'30.38"N,105°19'12.36"W, 37.47474,-106.64820, 38.51445,-108.01298, 38.55277,-105.32938, 36.37296,-107.92823, 36.40844,-105.32010,LC08_L2SP_034034_20190105_20200830_02_T1,LC80340342019005LGN00
LC08_L2SP_034035_20190105_20200829_02_T1,LC08_L1TP_034035_20190105_20200829_02_T1,LC80340352019005LGN00,2019/01/05,T1,2, 034, 035, 034, 035,NADIR,   0.000,2020/08/29,2020/08/29,2019-01-05 17:44:16.464166,2019-01-05 17:44:48.234165,LGN,DAY,   0.86,   0.86,335,5,    8.831,    6.315,    6.173,LPGS_15.3.1c,27.70068580,156.70807326,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.17"N,107°04'10.42"W,37°04'54.41"N,108°24'50.87"W,37°07'42.13"N,105°46'56.71"W,34°56'16.44"N,108°19'22.12"W,34°58'51.56"N,105°45'41.22"W, 36.04338,-107.06956, 37.08178,-108.41413, 37.12837,-105.78242, 34.93790,-108.32281, 34.98099,-105.76145,LC08_L2SP_034035_20190105_20200829_02_T1,LC80340352019005LGN00
LC08_L2SP_032033_20190107_20200830_02_T1,LC08_L1TP_032033_20190107_20200830_02_T1,LC80320332019007LGN00,2019/01/07,T1,2, 032, 033, 032, 033,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-07 17:31:06.776665,2019-01-07 17:31:38.546664,LGN,DAY,   7.12,   7.12,606,5,    7.724,    4.898,    5.972,LPGS_15.3.1c,25.42666779,157.59798941,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'15.66"N,103°07'28.85"W,39°57'46.73"N,104°26'12.52"W,39°55'08.47"N,101°45'32.54"W,37°51'54.72"N,104°27'11.34"W,37°49'27.84"N,101°51'10.40"W, 38.90435,-103.12468, 39.96298,-104.43681, 39.91902,-101.75904, 37.86520,-104.45315, 37.82440,-101.85289,LC08_L2SP_032033_20190107_20200830_02_T1,LC80320332019007LGN00
LC08_L2SP_032034_20190107_20200830_02_T1,LC08_L1TP_032034_20190107_20200830_02_T1,LC80320342019007LGN00,2019/01/07,T1,2, 032, 034, 032, 034,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-07 17:31:30.667704,2019-01-07 17:32:02.437703,LGN,DAY,   1.06,   1.06,783,5,    6.886,    4.170,    5.480,LPGS_15.3.1c,26.64464918,157.00327133,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.48"N,103°33'30.38"W,38°31'43.72"N,104°51'15.48"W,38°29'45.74"N,102°13'34.50"W,36°25'39.79"N,104°51'29.95"W,36°23'50.39"N,102°18'09.83"W, 37.47430,-103.55844, 38.52881,-104.85430, 38.49604,-102.22625, 36.42772,-104.85832, 36.39733,-102.30273,LC08_L2SP_032034_20190107_20200830_02_T1,LC80320342019007LGN00
LC08_L2SP_032035_20190107_20200830_02_T1,LC08_L1TP_032035_20190107_20200830_02_T1,LC80320352019007LGN00,2019/01/07,T1,2, 032, 035, 032, 035,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-07 17:31:54.554507,2019-01-07 17:32:26.324506,LGN,DAY,   1.87,   1.87,703,5,    7.622,    4.774,    5.942,LPGS_15.3.1c,27.85717637,156.39712231,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.41"N,103°58'46.92"W,37°05'43.87"N,105°15'31.75"W,37°04'22.98"N,102°40'37.56"W,34°59'18.71"N,105°15'07.24"W,34°58'03.79"N,102°44'17.23"W, 36.04317,-103.97970, 37.09552,-105.25882, 37.07305,-102.67710, 34.98853,-105.25201, 34.96772,-102.73812,LC08_L2SP_032035_20190107_20200830_02_T1,LC80320352019007LGN00
