damid,date,longitude,latitude,state,systemidx,watershed,neg_Longitude,neg_Latitude,geometry
SFKernRiver:160715:23n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000077,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:24,2016-07-15,-118.16646775788423,35.946316308882245,CA,00000000000000000078,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:24n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000078,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:25,2016-07-15,-118.16586132014096,35.945950662595855,CA,00000000000000000079,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:25n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000079,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:26,2016-07-15,-118.16835841673092,35.94287834197003,CA,0000000000000000007a,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:26n,2016-07-15,-118.17773144714526,35.93966333011049,CA,0000000000000000007a,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:27,2016-07-15,-118.20186410204651,35.9646342960098,CA,0000000000000000007b,SFKernRiver,-118.20279605416668,35.95592121255136,
SFKernRiver:160715:27n,2016-07-15,-118.20279605416668,35.95592121255136,CA,0000000000000000007b,SFKernRiver,-118.20279605416668,35.95592121255136,POINT (-118.20279605416668 35.95592121255136)
SFKernRiver:160715:28,2016-07-15,-118.196981386393,35.95846735925288,CA,0000000000000000007c,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:28n,2016-07-15,-118.20144940564852,35.955653666488146,CA,0000000000000000007c,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:29,2016-07-15,-118.19675397223924,35.95811954937071,CA,0000000000000000007d,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:29n,2016-07-15,-118.20144940564852,35.955653666488146,CA,0000000000000000007d,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:30,2016-07-15,-118.1953448963064,35.95790105341908,CA,0000000000000000007e,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:30n,2016-07-15,-118.20144940564852,35.955653666488146,CA,0000000000000000007e,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:31,2016-07-15,-118.19211650714368,35.95462807324586,CA,0000000000000000007f,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:31n,2016-07-15,-118.20144940564852,35.955653666488146,CA,0000000000000000007f,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:32,2016-07-15,-118.19135400086353,35.95390569887521,CA,00000000000000000080,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:32n,2016-07-15,-118.20144940564852,35.955653666488146,CA,00000000000000000080,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:33,2016-07-15,-118.19073418581712,35.953089683382416,CA,00000000000000000081,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:160715:33n,2016-07-15,-118.20144940564852,35.955653666488146,CA,00000000000000000081,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:160715:34,2016-07-15,-118.17849841252644,35.950093167474506,CA,00000000000000000082,SFKernRiver,-118.17844936241484,35.93975251213156,
SFKernRiver:160715:34n,2016-07-15,-118.17844936241484,35.93975251213156,CA,00000000000000000082,SFKernRiver,-118.17844936241484,35.93975251213156,POINT (-118.17844936241484 35.93975251213156)
SFKernRiver:160715:35,2016-07-15,-118.17705366378512,35.94712340617291,CA,00000000000000000083,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:35n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000083,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:36,2016-07-15,-118.17594780672384,35.946044303717976,CA,00000000000000000084,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:36n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000084,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:37,2016-07-15,-118.17319654137393,35.944733328008255,CA,00000000000000000085,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:37n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000085,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:38,2016-07-15,-118.17294237261385,35.94472440980615,CA,00000000000000000086,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:38n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000086,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:39,2016-07-15,-118.17239390318429,35.944207154083955,CA,00000000000000000087,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:39n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000087,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:40,2016-07-15,-118.17230026206217,35.94397082172813,CA,00000000000000000088,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:40n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000088,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:41,2016-07-15,-118.16230741660138,35.93960982089786,CA,00000000000000000089,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:41n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000089,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:42,2016-07-15,-118.1626730628878,35.938927578436676,CA,0000000000000000008a,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:42n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008a,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:43,2016-07-15,-118.16314572759944,35.93465130052642,CA,0000000000000000008b,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:43n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008b,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:44,2016-07-15,-118.16361393321004,35.93457103670747,CA,0000000000000000008c,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:44n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008c,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:45,2016-07-15,-118.16332409164156,35.933986894469456,CA,0000000000000000008d,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:45n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008d,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:46,2016-07-15,-118.16304762737626,35.93389325334733,CA,0000000000000000008e,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:46n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008e,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:47,2016-07-15,-118.16320815501416,35.93369705290098,CA,0000000000000000008f,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:47n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000008f,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:48,2016-07-15,-118.16448345791548,35.93381298952837,CA,00000000000000000090,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:48n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000090,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:49,2016-07-15,-118.16344448737,35.933282356503014,CA,00000000000000000091,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:49n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000091,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:50,2016-07-15,-118.16599955227365,35.93198475809647,CA,00000000000000000092,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:50n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000092,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:51,2016-07-15,-118.16587023834312,35.93185990326697,CA,00000000000000000093,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:51n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000093,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:52,2016-07-15,-118.1672302641644,35.92667396874181,CA,00000000000000000094,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:52n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000094,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:53,2016-07-15,-118.16788575201925,35.92279009172425,CA,00000000000000000095,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:53n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000095,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:54,2016-07-15,-118.16729715068018,35.919735607502645,CA,00000000000000000096,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:54n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000096,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:55,2016-07-15,-118.16526825970088,35.91810803561814,CA,00000000000000000097,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:55n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000097,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:56,2016-07-15,-118.16571862890729,35.91624413137779,CA,00000000000000000098,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:56n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000098,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:57,2016-07-15,-118.16690920888854,35.91462993679645,CA,00000000000000000099,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:57n,2016-07-15,-118.15895863171023,35.92609874470591,CA,00000000000000000099,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:58,2016-07-15,-118.16697609540437,35.91393431703212,CA,0000000000000000009a,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:160715:58n,2016-07-15,-118.15895863171023,35.92609874470591,CA,0000000000000000009a,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:160715:59,2016-07-15,-118.1697674926638,35.91186083504227,CA,0000000000000000009b,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:59n,2016-07-15,-118.17620643458496,35.90229160418156,CA,0000000000000000009b,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:60,2016-07-15,-118.16937063267008,35.91077281438522,CA,0000000000000000009c,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:60n,2016-07-15,-118.17620643458496,35.90229160418156,CA,0000000000000000009c,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:61,2016-07-15,-118.1691833504258,35.910465136412526,CA,0000000000000000009d,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:61n,2016-07-15,-118.17620643458496,35.90229160418156,CA,0000000000000000009d,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:62,2016-07-15,-118.169366173569,35.91041162719989,CA,0000000000000000009e,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:62n,2016-07-15,-118.17620643458496,35.90229160418156,CA,0000000000000000009e,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:63,2016-07-15,-118.17080646320927,35.910763896183106,CA,0000000000000000009f,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:63n,2016-07-15,-118.17620643458496,35.90229160418156,CA,0000000000000000009f,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:64,2016-07-15,-118.17114089578828,35.91069700966731,CA,000000000000000000a0,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:64n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a0,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:65,2016-07-15,-118.17038730771024,35.91037595439146,CA,000000000000000000a1,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:65n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a1,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:66,2016-07-15,-118.16997707041332,35.909925585185064,CA,000000000000000000a2,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:66n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a2,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:67,2016-07-15,-118.17108292747456,35.91013516293457,CA,000000000000000000a3,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:67n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a3,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:68,2016-07-15,-118.17250092160955,35.90976505754714,CA,000000000000000000a4,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:68n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a4,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:69,2016-07-15,-118.17372271529824,35.90989883057874,CA,000000000000000000a5,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:69n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a5,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:70,2016-07-15,-118.1782620801706,35.90958223440395,CA,000000000000000000a6,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:70n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a6,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:71,2016-07-15,-118.17844936241484,35.90813748566263,CA,000000000000000000a7,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:71n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a7,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:72,2016-07-15,-118.18100888641952,35.906318172432826,CA,000000000000000000a8,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:72n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a8,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:73,2016-07-15,-118.1853252962393,35.905595798062166,CA,000000000000000000a9,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:73n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000a9,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:74,2016-07-15,-118.1880319705787,35.902251472272084,CA,000000000000000000aa,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:160715:74n,2016-07-15,-118.17620643458496,35.90229160418156,CA,000000000000000000aa,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:160715:75,2016-07-15,-118.18973534718111,35.90053025926545,CA,000000000000000000ab,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:160715:75n,2016-07-15,-118.1965087216813,35.892142690183924,CA,000000000000000000ab,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:160715:76,2016-07-15,-118.18846896248198,35.89642342719524,CA,000000000000000000ac,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:160715:76n,2016-07-15,-118.1965087216813,35.892142690183924,CA,000000000000000000ac,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:160715:77,2016-07-15,-118.18691273621432,35.8946353276728,CA,000000000000000000ad,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:160715:77n,2016-07-15,-118.1965087216813,35.892142690183924,CA,000000000000000000ad,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:160715:78,2016-07-15,-118.1869796227301,35.8941180719506,CA,000000000000000000ae,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:160715:78n,2016-07-15,-118.1965087216813,35.892142690183924,CA,000000000000000000ae,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:160715:79,2016-07-15,-118.19366381520922,35.88315760156122,CA,000000000000000000af,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:160715:79n,2016-07-15,-118.1965087216813,35.892142690183924,CA,000000000000000000af,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:130420:1,2013-04-20,-118.13642233498616,36.02846186848882,CA,0000000000000000012e,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:1n,2013-04-20,-118.143418664539,36.02922437476896,CA,0000000000000000012e,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:2,2013-04-20,-118.1364803032998,36.026981446939075,CA,0000000000000000012f,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:2n,2013-04-20,-118.143418664539,36.02922437476896,CA,0000000000000000012f,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:3,2013-04-20,-118.13639112127876,36.02694131502959,CA,00000000000000000130,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:3n,2013-04-20,-118.143418664539,36.02922437476896,CA,00000000000000000130,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:4,2013-04-20,-118.13616816622608,36.02690564222116,CA,00000000000000000131,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:4n,2013-04-20,-118.143418664539,36.02922437476896,CA,00000000000000000131,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:5,2013-04-20,-118.13548146466384,36.02226371802452,CA,00000000000000000132,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:5n,2013-04-20,-118.143418664539,36.02922437476896,CA,00000000000000000132,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:6,2013-04-20,-118.13469666287844,36.021969417354995,CA,00000000000000000133,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:130420:6n,2013-04-20,-118.143418664539,36.02922437476896,CA,00000000000000000133,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:130420:7,2013-04-20,-118.13429980288468,36.020631687038964,CA,00000000000000000134,SFKernRiver,-118.14611196157529,36.02284786026254,
SFKernRiver:130420:7n,2013-04-20,-118.14611196157529,36.02284786026254,CA,00000000000000000134,SFKernRiver,-118.14611196157529,36.02284786026254,POINT (-118.14611196157529 36.02284786026254)
SFKernRiver:130420:8,2013-04-20,-118.1317893289916,36.015142533642184,CA,00000000000000000135,SFKernRiver,-118.12814624343092,36.00272393720833,
SFKernRiver:130420:8n,2013-04-20,-118.12814624343092,36.00272393720833,CA,00000000000000000135,SFKernRiver,-118.12814624343092,36.00272393720833,POINT (-118.12814624343092 36.00272393720833)
SFKernRiver:130420:9,2013-04-20,-118.13652935341142,36.01362643928401,CA,00000000000000000136,SFKernRiver,-118.13218618898536,36.00110974262698,
SFKernRiver:130420:9n,2013-04-20,-118.13218618898536,36.00110974262698,CA,00000000000000000136,SFKernRiver,-118.13218618898536,36.00110974262698,POINT (-118.13218618898536 36.00110974262698)
SFKernRiver:130420:10,2013-04-20,-118.1382059754075,36.00940812968745,CA,00000000000000000137,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:10n,2013-04-20,-118.13371566064669,36.00038736825632,CA,00000000000000000137,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:11,2013-04-20,-118.13844230776334,36.009127206321075,CA,00000000000000000138,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:11n,2013-04-20,-118.13371566064669,36.00038736825632,CA,00000000000000000138,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:12,2013-04-20,-118.13800977496118,36.00881061014628,CA,00000000000000000139,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:12n,2013-04-20,-118.13371566064669,36.00038736825632,CA,00000000000000000139,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:13,2013-04-20,-118.13821489360966,36.008703591720995,CA,0000000000000000013a,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:13n,2013-04-20,-118.13371566064669,36.00038736825632,CA,0000000000000000013a,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:14,2013-04-20,-118.13806774327485,36.008529686779916,CA,0000000000000000013b,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:14n,2013-04-20,-118.13371566064669,36.00038736825632,CA,0000000000000000013b,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:15,2013-04-20,-118.1383977167528,36.00795892184508,CA,0000000000000000013c,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:130420:15n,2013-04-20,-118.13371566064669,36.00038736825632,CA,0000000000000000013c,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:130420:16,2013-04-20,-118.14129613243756,36.00549303896251,CA,0000000000000000013d,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:16n,2013-04-20,-118.1356018603923,35.999129901759254,CA,0000000000000000013d,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:17,2013-04-20,-118.14114452300171,36.005154147282454,CA,0000000000000000013e,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:17n,2013-04-20,-118.1356018603923,35.999129901759254,CA,0000000000000000013e,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:18,2013-04-20,-118.14236631669036,36.005073883463496,CA,0000000000000000013f,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:18n,2013-04-20,-118.1356018603923,35.999129901759254,CA,0000000000000000013f,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:19,2013-04-20,-118.14560808315623,36.00265259159147,CA,00000000000000000140,SFKernRiver,-118.15276048124592,36.00434259089072,
SFKernRiver:130420:19n,2013-04-20,-118.15276048124592,36.00434259089072,CA,00000000000000000140,SFKernRiver,-118.15276048124592,36.00434259089072,POINT (-118.15276048124592 36.00434259089072)
SFKernRiver:130420:20,2013-04-20,-118.1440295613833,35.99912098355714,CA,00000000000000000141,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:20n,2013-04-20,-118.1356018603923,35.999129901759254,CA,00000000000000000141,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:21,2013-04-20,-118.14380660633068,35.999058556142394,CA,00000000000000000142,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:21n,2013-04-20,-118.1356018603923,35.999129901759254,CA,00000000000000000142,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:22,2013-04-20,-118.14372188341062,35.99897383322238,CA,00000000000000000143,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:22n,2013-04-20,-118.1356018603923,35.999129901759254,CA,00000000000000000143,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:23,2013-04-20,-118.1445468171055,35.99879992828129,CA,00000000000000000144,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:23n,2013-04-20,-118.1356018603923,35.999129901759254,CA,00000000000000000144,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:24,2013-04-20,-118.14437737126548,35.998594809632834,CA,00000000000000000145,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:130420:24n,2013-04-20,-118.1356018603923,35.999129901759254,CA,00000000000000000145,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:130420:25,2013-04-20,-118.1469502725733,35.99690035123252,CA,00000000000000000146,SFKernRiver,-118.15276048124592,36.00434259089072,
SFKernRiver:130420:25n,2013-04-20,-118.15276048124592,36.00434259089072,CA,00000000000000000146,SFKernRiver,-118.15276048124592,36.00434259089072,POINT (-118.15276048124592 36.00434259089072)
